,movie_title,director_name,imdb_score
1014,Eastern Promises ,David Cronenberg,7.7
284,Minority Report ,Steven Spielberg,7.7
1407,True Grit ,Ethan Coen,7.7
2638,End of Watch ,David Ayer,7.7
330,Black Hawk Down ,Ridley Scott,7.7
4730,The Station Agent ,Tom McCarthy,7.7
3740,Y Tu Mamá También ,Alfonso Cuarón,7.7
4485,Saw ,James Wan,7.7
3771,The Sweet Hereafter ,Atom Egoyan,7.7
3368,50/50 ,Jonathan Levine,7.7
1403,The Blind Side ,John Lee Hancock,7.7
1085,Training Day ,Antoine Fuqua,7.7
3507,Nikita             ,,7.7
2260,21 Grams ,Alejandro G. Iñárritu,7.7
26,Titanic ,James Cameron,7.7
4566,Who Killed the Electric Car? ,Chris Paine,7.7
4491,You Can Count on Me ,Kenneth Lonergan,7.7
457,Road to Perdition ,Sam Mendes,7.7
4922,Weekend ,Andrew Haigh,7.7
4714,They Will Have to Kill Us First ,Johanna Schwartz,7.7
3759,The Barbarian Invasions ,Denys Arcand,7.7
1739,Frost/Nixon ,Ron Howard,7.7
2664,Match Point ,Woody Allen,7.7
1094,Love Actually ,Richard Curtis,7.7
2943,The Muppet Christmas Carol ,Brian Henson,7.7
2123,Sorcerer ,William Friedkin,7.7
4467,Space: Above and Beyond             ,,7.7
4516,Dead Man's Shoes ,Shane Meadows,7.7
3671,Shine ,Scott Hicks,7.7
3779,The Machinist ,Brad Anderson,7.7
890,Lolita ,Stanley Kubrick,7.7
332,The Fifth Element ,Luc Besson,7.7
1060,First Blood ,Ted Kotcheff,7.7
3356,The Muppet Movie ,James Frawley,7.7
889,A Very Long Engagement ,Jean-Pierre Jeunet,7.7
4449,Snow White and the Seven Dwarfs ,William Cottrell,7.7
2923,Star Trek II: The Wrath of Khan ,Nicholas Meyer,7.7
3009,City of Life and Death ,Chuan Lu,7.7
1429,Malcolm X ,Spike Lee,7.7
3542,Dazed and Confused ,Richard Linklater,7.7
3408,The Secret of Kells ,Tomm Moore,7.7
1980,Gettysburg ,Ron Maxwell,7.7
4965,Indie Game: The Movie ,Lisanne Pajot,7.7
2992,The Great Beauty ,Paolo Sorrentino,7.7
3425,The Rocket: The Legend of Rocket Richard ,Charles Binamé,7.7
3719,Billy Elliot ,Stephen Daldry,7.7
1368,Creed ,Ryan Coogler,7.7
1197,The Social Network ,David Fincher,7.7
4257,Boys Don't Cry ,Kimberly Peirce,7.6
2538,House of Sand and Fog ,Vadim Perelman,7.6
4046,Animal House ,John Landis,7.6
1293,The Impossible ,J.A. Bayona,7.6
1538,The Reader ,Stephen Daldry,7.6
4998,Smiling Fish & Goat on Fire ,Kevin Jordan,7.6
3577,The Damned United ,Tom Hooper,7.6
4024,March of the Penguins ,Luc Jacquet,7.6
125,Frozen ,Chris Buck,7.6
83,Dawn of the Planet of the Apes ,Matt Reeves,7.6
186,The Hunger Games: Catching Fire ,Francis Lawrence,7.6
3469,The Piano ,Jane Campion,7.6
2523,The Illusionist ,Neil Burger,7.6
1524,A Few Good Men ,Rob Reiner,7.6
2533,The Illusionist ,Neil Burger,7.6
3925,Waiting for Guffman ,Christopher Guest,7.6
4255,The Legend of Drunken Master ,Chia-Liang Liu,7.6
3383,American Psycho ,Mary Harron,7.6
4254,Mad Max 2: The Road Warrior ,George Miller,7.6
115,Harry Potter and the Goblet of Fire ,Mike Newell,7.6
3501,The Last Temptation of Christ ,Martin Scorsese,7.6
1328,The Crow ,Alex Proyas,7.6
3500,A Single Man ,Tom Ford,7.6
946,Inside Man ,Spike Lee,7.6
2416,United 93 ,Paul Greengrass,7.6
3894,Leaving Las Vegas ,Mike Figgis,7.6
917,The Thin Red Line ,Terrence Malick,7.6
3314,All or Nothing ,Mike Leigh,7.6
903,Moulin Rouge! ,Baz Luhrmann,7.6
3438,Thank You for Smoking ,Jason Reitman,7.6
2485,The Others ,Alejandro Amenábar,7.6
4970,The Past is a Grotesque Animal ,Jason Miller,7.6
1348,The Hurricane ,Norman Jewison,7.6
3876,Whale Rider ,Niki Caro,7.6
2178,Me Before You ,Thea Sharrock,7.6
940,Interview with the Vampire: The Vampire Chronicles ,Neil Jordan,7.6
3338,The Namesake ,Mira Nair,7.6
1369,The Town ,Ben Affleck,7.6
2475,Superbad ,Greg Mottola,7.6
895,The Godfather: Part III ,Francis Ford Coppola,7.6
2091,I Am Sam ,Jessie Nelson,7.6
4119,The Grand             ,,7.6
4150,The Omen ,Richard Donner,7.6
4179,"Fat, Sick & Nearly Dead ",Joe Cross,7.6
2376,The Book Thief ,Brian Percival,7.6
4240,Elling ,Petter Næss,7.6
3363,28 Days Later... ,Danny Boyle,7.6
184,Kung Fu Panda ,Mark Osborne,7.6
1400,Batman ,Tim Burton,7.6
956,Moneyball ,Bennett Miller,7.6
736,Collateral ,Michael Mann,7.6
3458,The Wave ,Dennis Gansel,7.6
3267,"It's a Mad, Mad, Mad, Mad World ",Stanley Kramer,7.6
3268,Volver ,Pedro Almodóvar,7.6
4200,Fuel ,Joshua Tickell,7.6
2429,127 Hours ,Danny Boyle,7.6
4196,My Life Without Me ,Isabel Coixet,7.6
4193,Saving Face ,Alice Wu,7.6
3365,Escape from Alcatraz ,Don Siegel,7.6
4189,Garden State ,Zach Braff,7.6
908,Grindhouse ,Robert Rodriguez,7.6
3993,The Nun's Story ,Fred Zinnemann,7.6
3690,Headhunters ,Morten Tyldum,7.6
3958,1776 ,Peter H. Hunt,7.6
2680,The Hurt Locker ,Kathryn Bigelow,7.6
327,The Flowers of War ,Yimou Zhang,7.6
1651,Stranger Than Fiction ,Marc Forster,7.6
4733,Beyond the Mat ,Barry W. Blaustein,7.6
2259,The Kite Runner ,Marc Forster,7.6
4813,The Evil Dead ,Sam Raimi,7.6
1736,12 Monkeys             ,,7.6
236,Star Wars: Episode III - Revenge of the Sith ,George Lucas,7.6
3038,Dead Man Walking ,Tim Robbins,7.6
4523,The Raid: Redemption ,Gareth Evans,7.6
4416,The Gatekeepers ,Dror Moreh,7.6
3673,High Plains Drifter ,Clint Eastwood,7.6
1655,Midnight Run ,Martin Brest,7.6
1593,The Hunt for Red October ,John McTiernan,7.6
1925,The Hours ,Stephen Daldry,7.6
2652,The Great Debaters ,Denzel Washington,7.6
1648,Secondhand Lions ,Tim McCanlies,7.6
1038,Traffic ,Steven Soderbergh,7.6
1224,Bridge of Spies ,Steven Spielberg,7.6
260,The A-Team             ,,7.6
3056,Army of Darkness ,Sam Raimi,7.6
1629,Blow ,Ted Demme,7.6
4789,As It Is in Heaven ,Kay Pollak,7.6
3792,Tucker and Dale vs Evil ,Eli Craig,7.6
606,The Abyss ,James Cameron,7.6
2219,High Fidelity ,Stephen Frears,7.6
4410,Spellbound ,Alfred Hitchcock,7.6
2212,Milk ,Gus Van Sant,7.6
1170,Lord of War ,Andrew Niccol,7.6
479,Bewitched             ,,7.6
1762,The Royal Tenenbaums ,Wes Anderson,7.6
1644,Sicario ,Denis Villeneuve,7.6
470,Fury ,David Ayer,7.6
3743,Lone Star ,John Sayles,7.6
4590,Antarctica: A Year on Ice ,Anthony Powell,7.6
1749,Indiana Jones and the Temple of Doom ,Steven Spielberg,7.6
3588,West Side Story ,Jerome Robbins,7.6
658,Les Misérables ,Tom Hooper,7.6
2803,Little Children ,Todd Field,7.6
4837,Ayurveda: Art of Being ,Pan Nalin,7.6
545,Munich ,Steven Spielberg,7.6
1067,Star Trek: First Contact ,Jonathan Frakes,7.6
365,Die Hard with a Vengeance ,John McTiernan,7.6
366,Sherlock Holmes ,Guy Ritchie,7.6
1194,Lone Survivor ,Peter Berg,7.6
651,Ice Age ,Chris Wedge,7.6
3705,Instructions Not Included ,Eugenio Derbez,7.6
2541,When Harry Met Sally... ,Rob Reiner,7.6
1894,The Omen ,Richard Donner,7.6
2027,The Fisher King ,Terry Gilliam,7.6
4436,Me You and Five Bucks ,Jaime Zevallos,7.6
2974,House of Flying Daggers ,Yimou Zhang,7.6
2953,Philomena ,Stephen Frears,7.6
414,Enemy at the Gates ,Jean-Jacques Annaud,7.6
2721,Kiss Kiss Bang Bang ,Shane Black,7.6
3692,Saint Ralph ,Michael McGowan,7.6
345,Rise of the Planet of the Apes ,Rupert Wyatt,7.6
655,Apollo 13 ,Ron Howard,7.6
2567,Radio Days ,Woody Allen,7.6
4487,The Algerian ,Giovanni Zelko,7.6
2623,Beetlejuice ,Tim Burton,7.5
2930,Jackie Brown ,Quentin Tarantino,7.5
2442,The Ice Storm ,Ang Lee,7.5
3504,Rabbit-Proof Fence ,Phillip Noyce,7.5
1944,Eddie the Eagle ,Dexter Fletcher,7.5
2163,The Conjuring ,James Wan,7.5
4039,The Class ,Laurent Cantet,7.5
1958,The Greatest Game Ever Played ,Bill Paxton,7.5
827,The Devil's Advocate ,Taylor Hackford,7.5
1743,Cry Freedom ,Richard Attenborough,7.5
4528,Rocket Singh: Salesman of the Year ,Shimit Amin,7.5
537,Constantine             ,,7.5
3379,Akeelah and the Bee ,Doug Atchison,7.5
4043,Maria Full of Grace ,Joshua Marston,7.5
1175,McHale's Navy             ,,7.5
2434,Life as a House ,Irwin Winkler,7.5
1722,The Assassination of Jesse James by the Coward Robert Ford ,Andrew Dominik,7.5
521,Despicable Me 2 ,Pierre Coffin,7.5
311,Cloud Atlas ,Tom Tykwer,7.5
5027,The Circle ,Jafar Panahi,7.5
3916,The Orphanage ,J.A. Bayona,7.5
1733,Sausage Party ,Greg Tiernan,7.5
4265,American Splendor ,Shari Springer Berman,7.5
20,The Hobbit: The Battle of the Five Armies ,Peter Jackson,7.5
4674,American Graffiti ,George Lucas,7.5
3486,Michael Jordan to the Max ,Don Kempf,7.5
8,Avengers: Age of Ultron ,Joss Whedon,7.5
2719,Three Burials ,Tommy Lee Jones,7.5
424,Scott Pilgrim vs. the World ,Edgar Wright,7.5
1140,Sleepers ,Barry Levinson,7.5
4678,Kevin Hart: Laugh at My Pain ,Leslie Small,7.5
1840,Open Range ,Kevin Costner,7.5
3477,"Good Night, and Good Luck. ",George Clooney,7.5
3957,The Geographer Drank His Globe Away ,Aleksandr Veledinskiy,7.5
2702,The Dead Zone             ,,7.5
3976,House of Sand ,Andrucha Waddington,7.5
362,Mulan ,Tony Bancroft,7.5
3463,Juno ,Jason Reitman,7.5
4645,Fruitvale Station ,Ryan Coogler,7.5
5039,The Following             ,,7.5
1865,The Constant Gardener ,Fernando Meirelles,7.5
2758,Sarah's Key ,Gilles Paquet-Brenner,7.5
2249,Reign Over Me ,Mike Binder,7.5
9,Harry Potter and the Half-Blood Prince ,David Yates,7.5
3988,Menace II Society ,Albert Hughes,7.5
4729,Mad Hot Ballroom ,Marilyn Agrelo,7.5
4557,Juno ,Jason Reitman,7.5
4936,The Texas Chain Saw Massacre ,Tobe Hooper,7.5
3396,Howards End ,James Ivory,7.5
2275,Bullets Over Broadway ,Woody Allen,7.5
114,Harry Potter and the Order of the Phoenix ,David Yates,7.5
4548,An Inconvenient Truth ,Davis Guggenheim,7.5
1758,Miracle ,Gavin O'Connor,7.5
4941,Roger & Me ,Michael Moore,7.5
3516,We Need to Talk About Kevin ,Lynne Ramsay,7.5
1933,Tora! Tora! Tora! ,Richard Fleischer,7.5
1143,Pinocchio ,Norman Ferguson,7.5
1931,Elizabeth ,Shekhar Kapur,7.5
2412,The O.C.             ,,7.5
3999,Gods and Monsters ,Bill Condon,7.5
1930,August Rush ,Kirsten Sheridan,7.5
326,Gangs of New York ,Martin Scorsese,7.5
3995,Frenzy ,Alfred Hitchcock,7.5
3733,Still Alice ,Richard Glatzer,7.5
2138,Freedom Writers ,Richard LaGravenese,7.5
2995,2046 ,Kar-Wai Wong,7.5
4904,Call + Response ,Justin Dillon,7.5
3852,Salvador ,Oliver Stone,7.5
2354,The Painted Veil ,John Curran,7.5
1523,Reds ,Warren Beatty,7.5
3293,Trading Places ,John Landis,7.5
3808,Rudderless ,William H. Macy,7.5
2303,Perception             ,,7.5
2322,"Synecdoche, New York ",Charlie Kaufman,7.5
4381,In the Bedroom ,Todd Field,7.5
2204,Babel ,Alejandro G. Iñárritu,7.5
2490,Sideways ,Alexander Payne,7.5
4788,Metropolitan ,Whit Stillman,7.5
3800,Saving Grace             ,,7.5
1635,The Curse of the Were-Rabbit ,Steve Box,7.5
2184,Selma ,Ava DuVernay,7.5
4890,Burn ,Tom Putnam,7.5
1507,Biutiful ,Alejandro G. Iñárritu,7.5
593,Sleepy Hollow             ,,7.5
4661,Welcome to the Dollhouse ,Todd Solondz,7.5
656,Total Recall ,Paul Verhoeven,7.5
4247,From Russia with Love ,Terence Young,7.5
3271,Richard III ,Richard Loncraine,7.5
4818,51 Birch Street ,Doug Block,7.5
2206,Doubt ,John Patrick Shanley,7.5
4242,[Rec] ,Jaume Balagueró,7.5
2059,Eddie the Eagle ,Dexter Fletcher,7.5
4352,A Nightmare on Elm Street ,Wes Craven,7.5
3597,Best in Show ,Christopher Guest,7.5
3275,Red Dog ,Kriv Stenders,7.5
4997,George Washington ,David Gordon Green,7.5
177,Miami Vice             ,,7.5
1007,Twisted             ,,7.5
1611,Legends of the Fall ,Edward Zwick,7.5
3278,The Texas Chain Saw Massacre ,Tobe Hooper,7.5
4368,Travelers and Magicians ,Khyentse Norbu,7.5
2601,Home Alone ,Chris Columbus,7.5
257,The Aviator ,Martin Scorsese,7.5
4836,Sisters in Law ,Florence Ayisi,7.5
57,Star Trek Beyond ,Justin Lin,7.5
1011,The Life of David Gale ,Alan Parker,7.5
1203,Bram Stoker's Dracula ,Francis Ford Coppola,7.5
1428,Saving Mr. Banks ,John Lee Hancock,7.5
1420,A Nightmare on Elm Street ,Wes Craven,7.5
694,Perfume: The Story of a Murderer ,Tom Tykwer,7.5
3583,Fahrenheit 9/11 ,Michael Moore,7.5
4767,America Is Still the Place ,Patrick Gilles,7.5
3020,Madadayo ,Akira Kurosawa,7.5
210,X-Men 2 ,Bryan Singer,7.5
3900,Saving Grace             ,,7.5
4233,The Valley of Decision ,Tay Garnett,7.5
3015,10 Days in a Madhouse ,Timothy Hines,7.5
2329,Equilibrium ,Kurt Wimmer,7.5
3004,Trade ,Marco Kreuzpaintner,7.5
202,Harry Potter and the Sorcerer's Stone ,Chris Columbus,7.5
70,Hugo ,Martin Scorsese,7.5
1552,Source Code ,Duncan Jones,7.5
2616,Coal Miner's Daughter ,Michael Apted,7.5
4276,Ghost Dog: The Way of the Samurai ,Jim Jarmusch,7.5
199,Harry Potter and the Deathly Hallows: Part II ,Matt Birch,7.5
3790,Standard Operating Procedure ,Errol Morris,7.5
1645,Southpaw ,Antoine Fuqua,7.5
4412,Buffalo '66 ,Vincent Gallo,7.5
3047,Brooklyn ,John Crowley,7.5
2086,The Bridges of Madison County ,Clint Eastwood,7.5
214,Total Recall ,Paul Verhoeven,7.5
2509,A Simple Plan ,Sam Raimi,7.5
3107,Oliver! ,Carol Reed,7.5
1659,The Family             ,,7.5
1558,A History of Violence ,David Cronenberg,7.5
3031,My Cousin Vinny ,Jonathan Lynn,7.5
4973,Pi ,Darren Aronofsky,7.5
1205,42 ,Brian Helgeland,7.5
3349,The Wind That Shakes the Barley ,Ken Loach,7.5
212,Sherlock Holmes: A Game of Shadows ,Guy Ritchie,7.5
3848,Bound ,Lana Wachowski,7.4
3615,City Island ,Raymond De Felitta,7.4
1113,Across the Universe ,Julie Taymor,7.4
3478,Capote ,Bennett Miller,7.4
3825,Take Shelter ,Jeff Nichols,7.4
2326,The Proposition ,John Hillcoat,7.4
3683,Irreversible ,Gaspar Noé,7.4
3830,Pat Garrett & Billy the Kid ,Sam Peckinpah,7.4
5029,The Cure ,Kiyoshi Kurosawa,7.4
3819,I Served the King of England ,Jirí Menzel,7.4
983,The Judge ,David Dobkin,7.4
1281,Mean Streets ,Martin Scorsese,7.4
5022,Stories of Our Lives ,Jim Chuchu,7.4
3845,Moby Dick ,John Huston,7.4
3775,Heavenly Creatures ,Peter Jackson,7.4
1192,A Time to Kill ,Joel Schumacher,7.4
970,13 Hours ,Michael Bay,7.4
3912,The Misfits ,John Huston,7.4
3509,Dark Angel             ,,7.4
3541,Stargate: The Ark of Truth ,Robert C. Cooper,7.4
1081,The Bucket List ,Rob Reiner,7.4
2287,Deconstructing Harry ,Woody Allen,7.4
3789,"Gandhi, My Father ",Feroz Abbas Khan,7.4
1265,Arthur             ,,7.4
1048,K-PAX ,Iain Softley,7.4
3718,Clerks II ,Kevin Smith,7.4
953,"Crazy, Stupid, Love. ",Glenn Ficarra,7.4
3567,Layer Cake ,Matthew Vaughn,7.4
2292,Death at a Funeral ,Frank Oz,7.4
4994,The Image Revolution ,Patrick Meaney,7.4
3641,Julia ,Fred Zinnemann,7.4
2265,Capitalism: A Love Story ,Michael Moore,7.4
1201,Back to the Future Part III ,Robert Zemeckis,7.4
2355,The Baader Meinhof Complex ,Uli Edel,7.4
1037,Pirate Radio ,Richard Curtis,7.4
2308,Topsy-Turvy ,Mike Leigh,7.4
2309,Little Boy ,Alejandro Monteverde,7.4
3674,Ghost World ,Terry Zwigoff,7.4
3720,The Way Way Back ,Nat Faxon,7.4
3589,Caddyshack ,Harold Ramis,7.4
2761,Manderlay ,Lars von Trier,7.4
4882,The Love Letter ,Dan Curtis,7.4
3150,Mud ,Jeff Nichols,7.4
4273,Me and You and Everyone We Know ,Miranda July,7.4
4269,Gentleman's Agreement ,Elia Kazan,7.4
3168,Dirty Pretty Things ,Stephen Frears,7.4
4842,Across the Universe ,Julie Taymor,7.4
4502,"Pink Ribbons, Inc. ",Léa Pool,7.4
4735,Osama ,Siddiq Barmak,7.4
2534,Wall Street ,Oliver Stone,7.4
4732,Wordplay ,Patrick Creadon,7.4
194,The Adventures of Tintin ,Steven Spielberg,7.4
2926,Witness ,Peter Weir,7.4
4249,In the Heat of the Night             ,,7.4
2520,Running Scared ,Wayne Kramer,7.4
185,Ant-Man ,Peyton Reed,7.4
4543,Blue Valentine ,Derek Cianfrance,7.4
4544,Transamerica ,Duncan Tucker,7.4
1759,Dawn of the Dead ,Zack Snyder,7.4
2504,"McFarland, USA ",Niki Caro,7.4
1496,The Walk ,Robert Zemeckis,7.4
1471,Wonder Boys ,Curtis Hanson,7.4
173,Master and Commander: The Far Side of the World ,Peter Weir,7.4
2620,National Lampoon's Vacation ,Harold Ramis,7.4
4562,20 Feet from Stardom ,Morgan Neville,7.4
2905,Lars and the Real Girl ,Craig Gillespie,7.4
4176,Silver Medallist ,Hao Ning,7.4
772,Invictus ,Clint Eastwood,7.4
3157,Love Jones ,Theodore Witcher,7.4
2660,Grosse Pointe Blank ,George Armitage,7.4
2895,Quest for Fire ,Jean-Jacques Annaud,7.4
2945,Frida ,Julie Taymor,7.4
4773,Alleluia! The Devil's Carnival ,Darren Lynn Bousman,7.4
3037,A Walk to Remember ,Adam Shankman,7.4
575,The Simpsons Movie ,David Silverman,7.4
4463,Journey from the Fall ,Ham Tran,7.4
1642,Corpse Bride ,Tim Burton,7.4
4406,The Squid and the Whale ,Noah Baumbach,7.4
4401,Dawn of the Dead ,Zack Snyder,7.4
4389,She Wore a Yellow Ribbon ,John Ford,7.4
3063,Inside Llewyn Davis ,Ethan Coen,7.4
3069,Poltergeist ,Tobe Hooper,7.4
4379,Under the Same Moon ,Patricia Riggen,7.4
2603,Tootsie ,Sydney Pollack,7.4
1615,Looper ,Rian Johnson,7.4
1612,Up in the Air ,Jason Reitman,7.4
3088,La Famille Bélier ,Eric Lartigau,7.4
285,Harry Potter and the Chamber of Secrets ,Chris Columbus,7.4
528,The Rock ,Michael Bay,7.4
526,X-Men ,Bryan Singer,7.4
4323,"To Be Frank, Sinatra at 100 ",Simon Napier-Bell,7.4
645,Last Man Standing             ,,7.4
2948,Rounders ,John Dahl,7.4
653,Lincoln ,Steven Spielberg,7.4
4300,It's All Gone Pete Tong ,Michael Dowse,7.4
4490,Monsoon Wedding ,Mira Nair,7.4
3120,Dogma ,Kevin Smith,7.4
4170,Ida ,Pawel Pawlikowski,7.4
3302,The Ultimate Gift ,Michael O. Sajbel,7.4
1797,My Sister's Keeper ,Nick Cassavetes,7.4
880,The Phantom of the Opera ,Joel Schumacher,7.4
1815,The NeverEnding Story ,Wolfgang Petersen,7.4
135,Mission: Impossible - Rogue Nation ,Christopher McQuarrie,7.4
4057,A Room with a View ,James Ivory,7.4
4053,Waking Ned Devine ,Kirk Jones,7.4
3374,Much Ado About Nothing ,Kenneth Branagh,7.4
4588,Guiana 1838 ,Rohit Jagessar,7.4
4035,Bella ,Alejandro Monteverde,7.4
4933,The Horse Boy ,Michel Orion Scott,7.4
2710,The Love Letter ,Dan Curtis,7.4
2134,Death at a Funeral ,Frank Oz,7.4
2828,The Border             ,,7.4
3409,Begin Again ,John Carney,7.4
1843,A Bridge Too Far ,Richard Attenborough,7.4
4911,The Case of the Grinning Cat ,Chris Marker,7.4
2825,Quills ,Philip Kaufman,7.4
2822,Far from Heaven ,Todd Haynes,7.4
3434,Driving Miss Daisy ,Bruce Beresford,7.4
4647,Bambi ,James Algar,7.4
1338,Red Cliff ,John Woo,7.4
907,Law Abiding Citizen ,F. Gary Gray,7.4
4952,Une Femme Mariée ,Jean-Luc Godard,7.4
4665,Harrison Montgomery ,Daniel Davila,7.4
375,Contact ,Robert Zemeckis,7.4
912,Zero Dark Thirty ,Kathryn Bigelow,7.4
919,Man on the Moon ,Milos Forman,7.4
4957,Eraserhead ,David Lynch,7.4
2440,Blow Out ,Brian De Palma,7.4
1682,The Next Three Days ,Paul Haggis,7.4
4087,Deadline Gallipoli             ,,7.4
4120,Summer Storm ,Marco Kreuzpaintner,7.4
1800,Notes on a Scandal ,Richard Eyre,7.4
1415,The English Patient ,Anthony Minghella,7.4
1438,Poltergeist ,Tobe Hooper,7.4
155,Mission: Impossible - Ghost Protocol ,Brad Bird,7.4
4162,The Black Stallion ,Carroll Ballard,7.4
4135,Point Blank ,John Boorman,7.4
4580,Ajami ,Scandar Copti,7.4
4896,Swingers ,Doug Liman,7.4
4581,Wristcutters: A Love Story ,Goran Dukic,7.4
1799,A Passage to India ,David Lean,7.4
2096,Shadowlands ,Richard Attenborough,7.4
4100,Frances Ha ,Noah Baumbach,7.4
2455,Mao's Last Dancer ,Bruce Beresford,7.4
4702,The Hadza: Last of the First ,Bill Benenson,7.4
4701,Starsuckers ,Chris Atkins,7.4
4154,Hustle & Flow ,Craig Brewer,7.4
2997,Duma ,Carroll Ballard,7.3
1690,North Country ,Niki Caro,7.3
3652,L'auberge espagnole ,Cédric Klapisch,7.3
1888,Chocolat ,Lasse Hallström,7.3
2622,The Queen ,Stephen Frears,7.3
2879,The Widow of Saint-Pierre ,Patrice Leconte,7.3
1976,Big Trouble in Little China ,John Carpenter,7.3
2625,Little Women ,Gillian Armstrong,7.3
1969,Angela's Ashes ,Alan Parker,7.3
2913,The Land Before Time ,Don Bluth,7.3
1763,Identity ,James Mangold,7.3
1709,Barney's Version ,Richard J. Lewis,7.3
2813,Amen. ,Costa-Gavras,7.3
3651,Videodrome ,David Cronenberg,7.3
2677,The Place Beyond the Pines ,Derek Cianfrance,7.3
3616,The Guard ,John Michael McDonagh,7.3
1147,Finding Forrester ,Gus Van Sant,7.3
1941,August: Osage County ,John Wells,7.3
2832,"Good Morning, Vietnam ",Barry Levinson,7.3
2843,St. Vincent ,Theodore Melfi,7.3
2222,The Bank Job ,Roger Donaldson,7.3
2876,"Paris, je t'aime ",Olivier Assayas,7.3
2253,From Dusk Till Dawn ,Robert Rodriguez,7.3
2896,Antwone Fisher ,Denzel Washington,7.3
1952,Punch-Drunk Love ,Paul Thomas Anderson,7.3
1185,American Hustle ,David O. Russell,7.3
1322,The Hudsucker Proxy ,Joel Coen,7.3
1670,Winnie the Pooh ,Stephen J. Anderson,7.3
1411,Cape Fear ,Martin Scorsese,7.3
3571,Aberdeen ,Hans Petter Moland,7.3
3566,Shame ,Steve McQueen,7.3
1446,The Bad News Bears ,Michael Ritchie,7.3
3561,Go ,Doug Liman,7.3
3332,Crazy Heart ,Scott Cooper,7.3
3337,Election ,Alexander Payne,7.3
2171,The Descendants ,Alexander Payne,7.3
3348,Namastey London ,Vipul Amrutlal Shah,7.3
3546,Aimee & Jaguar ,Max Färberböck,7.3
2089,The Hundred-Foot Journey ,Lasse Hallström,7.3
3540,Pale Rider ,Clint Eastwood,7.3
2452,RocknRolla ,Guy Ritchie,7.3
2451,Mongol: The Rise of Genghis Khan ,Sergey Bodrov,7.3
2125,Molière ,Laurent Tirard,7.3
1452,Closer ,Mike Nichols,7.3
2127,Michael Clayton ,Tony Gilroy,7.3
2415,Blue Jasmine ,Woody Allen,7.3
3398,Anomalisa ,Duke Johnson,7.3
3399,Another Year ,Mike Leigh,7.3
1366,The Express ,Gary Fleder,7.3
2411,Gosford Park ,Robert Altman,7.3
3491,Dope ,Rick Famuyiwa,7.3
